-30.6338	92.0131	664.943	1.09001	11966.5	36.109	163.212	129.663	80.7597	0.256775	0.0766602	0.124916
-38.3469	97.2547	661.092	1.12914	11983.5	39.7166	138.218	146.648	72.2028	0.209839	0.181107	0.11515
14.6155	129.278	648.466	1.1532	11935.8	42.0432	309.843	250.419	44.1454	0.298645	-0.0957184	0.0558815
-5.98206	166.292	657	1.17224	11907.6	43.9438	243.096	370.365	63.11	0.246613	-0.210266	0.000270844
-13.6043	155.406	659.177	1.01113	11988.2	29.4803	218.396	335.086	67.9464	0.215179	0.192932	-0.100502
-17.9091	148.421	665.762	0.901964	11977.8	21.6553	204.447	312.453	82.5802	-0.00566101	-0.136719	0.201408
-19.2455	136.181	649.993	1.04243	11979.9	32.0096	200.116	272.789	47.5394	0.239899	-0.209564	-0.0408249
-47.7813	119.032	659.381	0.981048	12064.1	27.1717	107.645	217.219	68.4002	0.065773	-0.0788116	-0.21077
-45.2858	101.852	692.562	0.904597	12131.3	21.8264	115.732	161.545	142.133	0.151024	-0.170319	-0.158142
-40.0477	100.493	704.368	1.07177	12210.1	34.5007	132.706	157.141	168.368	0.0167542	-0.221771	-0.161667
-23.8981	105.691	725.857	0.981192	12137.2	27.1825	185.039	173.987	216.12	0.262833	-0.171661	-0.0552063
-28.7241	102.182	716.339	1.11453	12144.2	38.3443	169.4	162.615	194.971	0.19017	-0.18515	-0.127487
40.3601	139.26	656.225	1.20754	11491.9	104.225	393.268	282.766	61.3864	-0.11554	-0.240173	-0.126408
34.2353	157.59	661.563	0.904828	11592.1	47.8151	373.421	342.164	73.2498	0.236053	-0.205444	0.0576477
6.64158	178.423	678.085	0.99646	11826.1	62.0409	284.003	409.676	109.964	0.244476	0.162933	0.0937195
48.1056	144.588	692.156	0.998954	11543.2	62.4611	418.367	300.032	141.232	0.117065	-0.231323	-0.133316
39.0921	161.634	681.536	0.993469	11713.6	61.5394	389.159	355.271	117.632	0.00448608	-0.31662	0.0471954
55.5036	128.999	673.471	1.09514	11746.4	80.7823	442.341	249.516	99.71	0.0705872	0.0571594	-0.213348
39.3167	105.314	694.834	1.15669	11788.5	93.634	389.887	172.764	147.183	0.190826	-0.159561	-0.14241
32.089	108.607	643.18	1.10354	11262.9	82.4662	366.466	183.437	32.3983	0.0972595	0.223511	0.146347
42.4717	103.024	643.062	1.11119	11294.3	84.0188	400.111	165.344	32.136	0.184937	-0.0967712	0.169943
19.6358	89.493	647.646	0.978065	11461.2	59.5307	326.111	121.496	42.3236	-0.235199	0.133896	-0.122204
37.4664	89.323	662.125	0.914266	11526.6	49.6185	383.891	120.945	74.498	0.279449	-0.164063	-0.000274658
32.437	95.5128	686.324	1.16145	11721.8	94.6781	367.593	141.003	128.272	0.25943	0.15657	-0.0787964
11.8891	106.131	695.34	0.966393	11802.8	57.6319	301.008	175.41	148.308	-0.215729	0.147507	-0.131424
10.8837	110.34	702.865	1.05373	11873.8	72.7976	297.75	189.051	165.029	-0.112915	-0.134186	-0.186905
1.2952	120.249	705.325	1.15462	11922.5	93.1823	266.678	221.162	170.495	-0.203308	-0.129074	-0.148651
41.3813	150.652	696.236	0.917452	11890.2	50.0868	396.577	319.683	150.298	0.21817	0.0390015	-0.162079
16.9634	103.387	702.623	1.8072	11927.1	11.3839	317.451	166.52	164.492	12.3279	-29.5675	-29.9619
16.7329	104.612	703.919	1.8691	11940.3	11.3839	316.704	170.488	167.372	12.3279	-29.5675	-29.9619
16.4859	106.077	706.168	2.09765	11957.5	11.3839	315.904	175.237	172.369	12.3279	-29.5675	-29.9619
