40.3601	139.26	656.225	1.20754	11491.9	104.225	393.268	282.766	61.3864	-0.11554	-0.240173	-0.126408
34.2353	157.59	661.563	0.904828	11592.1	47.8151	373.421	342.164	73.2498	0.236053	-0.205444	0.0576477
6.64158	178.423	678.085	0.99646	11826.1	62.0409	284.003	409.676	109.964	0.244476	0.162933	0.0937195
48.1056	144.588	692.156	0.998954	11543.2	62.4611	418.367	300.032	141.232	0.117065	-0.231323	-0.133316
39.0921	161.634	681.536	0.993469	11713.6	61.5394	389.159	355.271	117.632	0.00448608	-0.31662	0.0471954
55.5036	128.999	673.471	1.09514	11746.4	80.7823	442.341	249.516	99.71	0.0705872	0.0571594	-0.213348
39.3167	105.314	694.834	1.15669	11788.5	93.634	389.887	172.764	147.183	0.190826	-0.159561	-0.14241
32.089	108.607	643.18	1.10354	11262.9	82.4662	366.466	183.437	32.3983	0.0972595	0.223511	0.146347
42.4717	103.024	643.062	1.11119	11294.3	84.0188	400.111	165.344	32.136	0.184937	-0.0967712	0.169943
19.6358	89.493	647.646	0.978065	11461.2	59.5307	326.111	121.496	42.3236	-0.235199	0.133896	-0.122204
37.4664	89.323	662.125	0.914266	11526.6	49.6185	383.891	120.945	74.498	0.279449	-0.164063	-0.000274658
32.437	95.5128	686.324	1.16145	11721.8	94.6781	367.593	141.003	128.272	0.25943	0.15657	-0.0787964
11.8891	106.131	695.34	0.966393	11802.8	57.6319	301.008	175.41	148.308	-0.215729	0.147507	-0.131424
10.8837	110.34	702.865	1.05373	11873.8	72.7976	297.75	189.051	165.029	-0.112915	-0.134186	-0.186905
1.2952	120.249	705.325	1.15462	11922.5	93.1823	266.678	221.162	170.495	-0.203308	-0.129074	-0.148651
41.3813	150.652	696.236	0.917452	11890.2	50.0868	396.577	319.683	150.298	0.21817	0.0390015	-0.162079
16.9634	103.387	702.623	1.8072	11927.1	11.3839	317.451	166.52	164.492	12.3279	-29.5675	-29.9619
16.7329	104.612	703.919	1.8691	11940.3	11.3839	316.704	170.488	167.372	12.3279	-29.5675	-29.9619
16.4859	106.077	706.168	2.09765	11957.5	11.3839	315.904	175.237	172.369	12.3279	-29.5675	-29.9619
12.6439	115.015	718.407	2.24587	12034.8	11.3839	303.454	204.2	199.566	14.3456	-65.2602	-12.4464
