40.3601	139.26	656.225	1.20754	11440.2	111.519	393.268	282.766	61.3864	-0.11554	-0.240173	-0.126408
34.2353	157.59	661.563	0.904828	11562.7	51.1616	373.421	342.164	73.2498	0.236053	-0.205444	0.0576477
6.64158	178.423	678.085	0.99646	11814.3	66.3831	284.003	409.676	109.964	0.244476	0.162933	0.0937195
48.1056	144.588	692.156	0.998954	11776.5	66.8327	418.367	300.032	141.232	0.117065	-0.231323	-0.133316
39.0921	161.634	681.536	0.993469	11808.2	65.8465	389.159	355.271	117.632	0.00448608	-0.31662	0.0471954
55.5036	128.999	673.471	1.09514	11599.2	114.97	442.341	249.516	99.71	0.0705872	0.0571594	-0.213348
39.3167	105.314	694.834	1.15669	11456.5	133.261	389.887	172.764	147.183	0.190826	-0.159561	-0.14241
32.089	108.607	643.18	1.10354	10872.8	117.367	366.466	183.437	32.3983	0.0972595	0.223511	0.146347
42.4717	103.024	643.062	1.11119	10926.8	119.577	400.111	165.344	32.136	0.184937	-0.0967712	0.169943
37.4664	89.323	662.125	0.914266	11238.5	70.6178	383.891	120.945	74.498	0.279449	-0.164063	-0.000274658
32.437	95.5128	686.324	1.16145	11511.1	134.747	367.593	141.003	128.272	0.25943	0.15657	-0.0787964
11.8891	106.131	695.34	0.966393	11721.9	103.607	301.008	175.41	148.308	-0.215729	0.147507	-0.131424
10.8837	110.34	702.865	1.05373	11721.9	103.607	297.75	189.051	165.029	-0.112915	-0.134186	-0.186905
1.2952	120.249	705.325	1.15462	11755.7	132.618	266.678	221.162	170.495	-0.203308	-0.129074	-0.148651
41.3813	150.652	696.236	0.917452	11845.4	71.2842	396.577	319.683	150.298	0.21817	0.0390015	-0.162079
16.9634	103.387	702.623	0.53	11826.5	16.2018	317.451	166.52	164.492	12.3279	-29.5675	-29.9619
16.7329	104.612	703.919	0.53	11833.1	16.2018	316.704	170.488	167.372	12.3279	-29.5675	-29.9619
16.4859	106.077	706.168	0.53	11848.4	16.2018	315.904	175.237	172.369	12.3279	-29.5675	-29.9619
12.6439	115.015	718.407	0.53	11946.4	16.2018	303.454	204.2	199.566	14.3456	-65.2602	-12.4464
12.571	117.309	719.105	0.53	11957.6	16.2018	303.217	211.634	201.116	14.3456	-65.2602	-12.4464
5.32627	135.623	720.625	0.53	12108.7	16.2018	279.741	270.981	204.495	13.9883	-13.3211	0.498703
0.876109	138.537	721.613	0.53	12152.5	16.2018	265.32	280.425	206.69	23.7047	-15.0414	-8.43782
47.6348	130.561	694.245	0.53	11826.5	16.2018	416.842	254.577	145.873	188.442	-37.7949	-113.363
31.1667	134.133	713.084	0.53	11826.5	16.2018	363.477	266.152	187.737	188.442	-37.7949	-113.363
17.3636	140.948	723.763	0.53	11826.5	16.2018	318.748	288.238	211.467	188.442	-37.7949	-113.363
12.8804	140.59	725.236	0.53	11826.5	16.2018	304.22	287.075	214.742	188.442	-37.7949	-113.363
11.0999	140.394	725.086	0.53	11826.5	16.2018	298.45	286.441	214.407	188.442	-37.7949	-113.363
24.4786	116.622	713.271	0.53	11826.5	16.2018	341.804	209.408	188.152	111.814	-99.2335	-57.302
23.2177	119.365	713.783	0.53	11826.5	16.2018	337.718	218.297	189.291	111.814	-99.2335	-57.302
19.9777	125.922	719.553	0.53	11826.5	16.2018	327.219	239.545	202.112	111.814	-99.2335	-57.302
24.0985	149.742	714.103	0.53	11826.5	16.2018	340.572	316.733	190.002	176.76	14.7177	-62.4233
23.4563	148.738	715.811	0.53	11826.5	16.2018	338.491	313.48	193.797	176.76	14.7177	-62.4233
12.4627	148.48	722.111	0.53	11826.5	16.2018	302.866	312.644	207.797	176.76	14.7177	-62.4233
11.6906	148.181	722.462	0.53	11826.5	16.2018	300.364	311.675	208.576	176.76	14.7177	-62.4233
10.6723	147.912	722.774	0.53	11826.5	16.2018	297.065	310.802	209.27	176.76	14.7177	-62.4233
22.7906	163.844	659.399	0.53	11706.6	12.0715	336.334	362.431	68.4398	84.8698	-59.3352	-42.9867
9.22153	176.387	664.737	0.53	11807.6	12.0715	292.363	403.077	80.303	84.8698	-59.3352	-42.9867
-1.45364	176.999	674.564	0.53	11810.1	12.0715	257.77	405.061	102.14	84.8698	-59.3352	-42.9867
3.02384	178.579	686.712	0.53	11926.5	12.0715	272.28	410.181	129.135	-0.297089	91.8108	-89.2859
