23.3708	168.115	705.723	0.53	11706.6	12.0715	338.214	376.271	171.38
18.9993	164.987	710.533	0.53	11706.6	12.0715	324.048	366.135	182.068
18.1626	164.491	711.044	0.53	11706.6	12.0715	321.337	364.529	183.204
42.6996	154.856	694.564	0.53	11706.6	12.0715	400.849	333.304	146.583
39.3947	159.53	695.267	0.53	11706.6	12.0715	390.14	348.451	148.145
35.9426	166.671	686.336	0.53	11706.6	12.0715	378.953	371.594	128.298
51.1839	131.477	685.416	0.53	11706.6	12.0715	428.343	257.546	126.254
49.98	132.363	689.53	0.53	11706.6	12.0715	424.442	260.418	135.397
46.1455	131.495	696.674	0.53	11706.6	12.0715	412.016	257.603	151.272
26.0896	133.616	717.54	0.53	11706.6	12.0715	347.025	264.477	197.638
25.7855	133.573	717.795	0.53	11706.6	12.0715	346.039	264.338	198.207
20.1505	140.425	721.151	0.53	11706.6	12.0715	327.779	286.54	205.664
19.0785	140.862	722.242	0.53	11706.6	12.0715	324.305	287.957	208.087
18.0754	140.941	723.213	0.53	11706.6	12.0715	321.055	288.215	210.246
34.2874	107.901	700.585	0.53	11706.6	12.0715	373.59	181.148	159.962
25.8544	114.083	709.432	0.53	11706.6	12.0715	346.262	201.181	179.622
24.4708	116.704	713.328	0.53	11706.6	12.0715	341.779	209.673	188.28
23.0256	119.595	713.777	0.53	11706.6	12.0715	337.096	219.043	189.277
20.8191	123.502	718.133	0.53	11706.6	12.0715	329.945	231.703	198.958
13.7002	111.552	715.242	0.53	11706.6	12.0715	306.877	192.977	192.534
25.2674	89.7795	669.737	0.53	11706.6	12.0715	344.36	122.425	91.413
25.4032	89.9048	670.718	0.53	11706.6	12.0715	344.8	122.831	93.5938
25.6674	90.379	672.219	0.53	11706.6	12.0715	345.656	124.367	96.9293
3.17182	122.128	708.352	0.53	11706.6	12.0715	272.759	227.252	177.223
26.2707	150.003	712.313	0.53	11706.6	12.0715	347.611	317.578	186.023
23.6499	149.141	715.037	0.53	11706.6	12.0715	339.119	314.787	192.077
21.5585	152.252	719.483	0.53	11706.6	12.0715	332.341	324.868	201.956
15.1336	150.171	720.265	0.53	11706.6	12.0715	311.522	318.125	203.695
8.7815	147.349	723.056	0.53	11706.6	12.0715	290.938	308.978	209.898
7.10298	146.708	723.099	0.53	11706.6	12.0715	285.498	306.902	209.992
